2021-10-13T00:01:16.697+09:00,Han Seung-min,Action,NewDir,[2021-10-13] 6주차 과제,Popup,,,-1,-1,Default task
2021-10-13T00:01:19.226+09:00,Han Seung-min,Action,EditorBackSpace,[2021-10-13] 6주차 과제,Popup,,,-1,-1,Default task
2021-10-13T00:01:19.227+09:00,Han Seung-min,KeyEvent,8:08:00,[2021-10-13] 6주차 과제,Popup,,,-1,-1,Default task
2021-10-13T00:01:19.393+09:00,Han Seung-min,KeyEvent,101:69:0,[2021-10-13] 6주차 과제,Popup,,,-1,-1,Default task
2021-10-13T00:01:19.530+09:00,Han Seung-min,KeyEvent,100:68:0,[2021-10-13] 6주차 과제,Popup,,,-1,-1,Default task
2021-10-13T00:01:19.625+09:00,Han Seung-min,KeyEvent,117:85:0,[2021-10-13] 6주차 과제,Popup,,,-1,-1,Default task
2021-10-13T00:01:19.887+09:00,Han Seung-min,KeyEvent,10:10:00,,,,,-1,-1,
2021-10-13T00:01:22.575+09:00,Han Seung-min,Action,NewDir,[2021-10-13] 6주차 과제,Popup,,,-1,-1,Default task
2021-10-13T00:01:24.568+09:00,Han Seung-min,KeyEvent,112:80:0,[2021-10-13] 6주차 과제,Popup,,,-1,-1,Default task
2021-10-13T00:01:24.720+09:00,Han Seung-min,KeyEvent,110:78:0,[2021-10-13] 6주차 과제,Popup,,,-1,-1,Default task
2021-10-13T00:01:24.948+09:00,Han Seung-min,KeyEvent,117:85:0,[2021-10-13] 6주차 과제,Popup,,,-1,-1,Default task
2021-10-13T00:01:25.576+09:00,Han Seung-min,KeyEvent,10:10:00,,,,,-1,-1,
2021-10-13T00:01:28.560+09:00,Han Seung-min,Action,NewDir,[2021-10-13] 6주차 과제,Popup,,,-1,-1,Default task
2021-10-13T00:01:29.737+09:00,Han Seung-min,KeyEvent,97:65:0,[2021-10-13] 6주차 과제,Popup,,,-1,-1,Default task
2021-10-13T00:01:29.882+09:00,Han Seung-min,KeyEvent,100:68:0,[2021-10-13] 6주차 과제,Popup,,,-1,-1,Default task
2021-10-13T00:01:30.001+09:00,Han Seung-min,KeyEvent,109:77:0,[2021-10-13] 6주차 과제,Popup,,,-1,-1,Default task
2021-10-13T00:01:30.097+09:00,Han Seung-min,KeyEvent,105:73:0,[2021-10-13] 6주차 과제,Popup,,,-1,-1,Default task
2021-10-13T00:01:30.177+09:00,Han Seung-min,KeyEvent,110:78:0,[2021-10-13] 6주차 과제,Popup,,,-1,-1,Default task
2021-10-13T00:01:30.481+09:00,Han Seung-min,KeyEvent,10:10:00,,,,,-1,-1,
2021-10-13T00:01:33.144+09:00,Han Seung-min,Action,NewDir,[2021-10-13] 6주차 과제,Popup,,,-1,-1,Default task
2021-10-13T00:01:33.953+09:00,Han Seung-min,Action,EditorBackSpace,[2021-10-13] 6주차 과제,Popup,,,-1,-1,Default task
2021-10-13T00:01:33.953+09:00,Han Seung-min,KeyEvent,8:08:00,[2021-10-13] 6주차 과제,Popup,,,-1,-1,Default task
2021-10-13T00:01:34.081+09:00,Han Seung-min,Action,EditorBackSpace,[2021-10-13] 6주차 과제,Popup,,,-1,-1,Default task
2021-10-13T00:01:34.082+09:00,Han Seung-min,KeyEvent,8:08:00,[2021-10-13] 6주차 과제,Popup,,,-1,-1,Default task
2021-10-13T00:01:34.241+09:00,Han Seung-min,Action,EditorBackSpace,[2021-10-13] 6주차 과제,Popup,,,-1,-1,Default task
2021-10-13T00:01:34.241+09:00,Han Seung-min,KeyEvent,8:08:00,[2021-10-13] 6주차 과제,Popup,,,-1,-1,Default task
2021-10-13T00:01:34.402+09:00,Han Seung-min,Action,EditorBackSpace,[2021-10-13] 6주차 과제,Popup,,,-1,-1,Default task
2021-10-13T00:01:34.402+09:00,Han Seung-min,KeyEvent,8:08:00,[2021-10-13] 6주차 과제,Popup,,,-1,-1,Default task
2021-10-13T00:01:34.579+09:00,Han Seung-min,Action,EditorBackSpace,[2021-10-13] 6주차 과제,Popup,,,-1,-1,Default task
2021-10-13T00:01:34.582+09:00,Han Seung-min,KeyEvent,8:08:00,[2021-10-13] 6주차 과제,Popup,,,-1,-1,Default task
2021-10-13T00:01:34.817+09:00,Han Seung-min,Action,EditorBackSpace,[2021-10-13] 6주차 과제,Popup,,,-1,-1,Default task
2021-10-13T00:01:34.819+09:00,Han Seung-min,KeyEvent,8:08:00,[2021-10-13] 6주차 과제,Popup,,,-1,-1,Default task
2021-10-13T00:01:36.736+09:00,Han Seung-min,KeyEvent,99:67:0,[2021-10-13] 6주차 과제,Popup,,,-1,-1,Default task
2021-10-13T00:01:36.904+09:00,Han Seung-min,KeyEvent,111:79:0,[2021-10-13] 6주차 과제,Popup,,,-1,-1,Default task
2021-10-13T00:01:37.177+09:00,Han Seung-min,KeyEvent,108:76:0,[2021-10-13] 6주차 과제,Popup,,,-1,-1,Default task
2021-10-13T00:01:37.539+09:00,Han Seung-min,KeyEvent,108:76:0,[2021-10-13] 6주차 과제,Popup,,,-1,-1,Default task
2021-10-13T00:01:37.624+09:00,Han Seung-min,KeyEvent,101:69:0,[2021-10-13] 6주차 과제,Popup,,,-1,-1,Default task
2021-10-13T00:01:37.785+09:00,Han Seung-min,KeyEvent,99:67:0,[2021-10-13] 6주차 과제,Popup,,,-1,-1,Default task
2021-10-13T00:01:37.992+09:00,Han Seung-min,KeyEvent,116:84:0,[2021-10-13] 6주차 과제,Popup,,,-1,-1,Default task
2021-10-13T00:01:38.073+09:00,Han Seung-min,KeyEvent,105:73:0,[2021-10-13] 6주차 과제,Popup,,,-1,-1,Default task
2021-10-13T00:01:38.193+09:00,Han Seung-min,KeyEvent,111:79:0,[2021-10-13] 6주차 과제,Popup,,,-1,-1,Default task
2021-10-13T00:01:38.225+09:00,Han Seung-min,KeyEvent,110:78:0,[2021-10-13] 6주차 과제,Popup,,,-1,-1,Default task
2021-10-13T00:01:38.600+09:00,Han Seung-min,KeyEvent,10:10:00,,,,,-1,-1,
2021-10-13T00:01:47.601+09:00,Han Seung-min,Action,NewClass,[2021-10-13] 6주차 과제,Popup,,,-1,-1,Default task
